,Car
8138,2.0
8139,2.0
8140,4.0
8141,3.0
8142,3.0
8143,3.0
8144,0.0
8145,6.0
8146,1.0
8147,2.0
8148,2.0
8149,1.0
8150,1.0
8151,2.0
8152,2.0
8153,1.0
8154,1.0
8155,2.0
8156,1.0
8157,1.0
8158,0.0
8159,1.0
8160,1.0
8161,1.0
8162,1.0
8163,0.0
8164,2.0
8165,0.0
8166,8.0
8167,1.0
8168,1.0
8169,1.0
8170,1.0
8171,1.0
8172,2.0
8173,1.0
8174,0.0
8175,1.0
8176,1.0
8177,1.0
8178,2.0
8179,2.0
8180,1.0
8181,3.0
8182,2.0
8183,2.0
8184,3.0
8185,3.0
8186,1.0
8187,0.0
8188,2.0
8189,2.0
8190,2.0
8191,1.0
8192,2.0
8193,2.0
8194,4.0
8195,2.0
8196,2.0
8197,2.0
8198,1.0
8199,2.0
8200,1.0
8201,2.0
8202,1.0
8203,1.0
8204,1.0
8205,1.0
8206,2.0
8207,2.0
8208,1.0
8209,0.0
8210,1.0
8211,1.0
8212,2.0
8213,1.0
8214,1.0
8215,2.0
8216,2.0
8217,1.0
8218,2.0
8219,4.0
8220,1.0
8221,1.0
8222,4.0
8223,1.0
8224,1.0
8225,3.0
8226,2.0
8227,1.0
8228,0.0
8229,1.0
8230,2.0
8231,1.0
8232,2.0
8233,1.0
8234,1.0
8235,1.0
8236,1.0
8237,2.0
8238,2.0
8239,1.0
8240,1.0
8241,2.0
8242,0.0
8243,1.0
8244,1.0
8245,1.0
8246,1.0
8247,1.0
8248,2.0
8249,1.0
8250,1.0
8251,1.0
8252,0.0
8253,0.0
8254,1.0
8255,1.0
8256,1.0
8257,2.0
8258,2.0
8259,2.0
8260,3.0
8261,1.0
8262,2.0
8263,2.0
8264,1.0
8265,2.0
8266,2.0
8267,1.0
8268,2.0
8269,2.0
8270,3.0
8271,0.0
8272,2.0
8273,1.0
8274,1.0
8275,1.0
8276,2.0
8277,0.0
8278,2.0
8279,2.0
8280,2.0
8281,1.0
8282,4.0
8283,2.0
8284,2.0
8285,1.0
8286,2.0
8287,1.0
8288,2.0
8289,1.0
8290,2.0
8291,2.0
8292,1.0
8293,2.0
8294,1.0
8295,2.0
8296,2.0
8297,2.0
8298,3.0
8299,1.0
8300,2.0
8301,2.0
8302,1.0
8303,1.0
8304,2.0
8305,2.0
8306,1.0
8307,2.0
8308,2.0
8309,1.0
8310,1.0
8311,3.0
8312,2.0
8313,1.0
8314,5.0
8315,4.0
8316,1.0
8317,1.0
8318,1.0
8319,0.0
8320,0.0
8321,1.0
8322,1.0
8323,1.0
8324,0.0
8325,1.0
8326,1.0
8327,0.0
8328,1.0
8329,1.0
8330,0.0
8331,1.0
8332,1.0
8333,0.0
8334,1.0
8335,0.0
8336,2.0
8337,7.0
8338,1.0
8339,1.0
8340,0.0
8341,0.0
8342,1.0
8343,2.0
8344,2.0
8345,2.0
8346,1.0
8347,2.0
8348,0.0
8349,0.0
8350,2.0
8351,1.0
8352,1.0
8353,1.0
8354,1.0
8355,1.0
8356,0.0
8357,1.0
8358,1.0
8359,2.0
8360,0.0
8361,2.0
8362,1.0
8363,2.0
8364,2.0
8365,1.0
8366,2.0
8367,0.0
8368,1.0
8369,0.0
8370,0.0
8371,1.0
8372,1.0
8373,1.0
8374,1.0
8375,0.0
8376,1.0
8377,2.0
8378,0.0
8379,2.0
8380,1.0
8381,0.0
8382,2.0
8383,2.0
8384,1.0
8385,1.0
8386,1.0
8387,1.0
8388,1.0
8389,0.0
8390,1.0
8391,1.0
8392,2.0
8393,0.0
8394,0.0
8395,0.0
8396,1.0
8397,1.0
8398,0.0
8399,1.0
8400,1.0
8401,1.0
8402,2.0
8403,1.0
8404,2.0
8405,2.0
8406,3.0
8407,2.0
8408,2.0
8409,0.0
8410,1.0
8411,5.0
8412,6.0
8413,1.0
8414,4.0
8415,2.0
8416,0.0
8417,1.0
8418,2.0
8419,1.0
8420,2.0
8421,2.0
8422,2.0
8423,2.0
8424,1.0
8425,1.0
8426,2.0
8427,2.0
8428,1.0
8429,2.0
8430,2.0
8431,2.0
8432,1.0
8433,4.0
8434,2.0
8435,2.0
8436,2.0
8437,0.0
8438,2.0
8439,1.0
8440,4.0
8441,2.0
8442,2.0
8443,2.0
8444,3.0
8445,1.0
8446,2.0
8447,2.0
8448,2.0
8449,2.0
8450,3.0
8451,2.0
8452,2.0
8453,3.0
8454,4.0
8455,1.0
8456,2.0
8457,1.0
8458,2.0
8459,1.0
8460,1.0
8461,2.0
8462,1.0
8463,1.0
8464,2.0
8465,1.0
8466,2.0
8467,1.0
8468,1.0
8469,1.0
8470,2.0
8471,2.0
8472,0.0
8473,1.0
8474,1.0
8475,4.0
8476,2.0
8477,3.0
8478,4.0
8479,2.0
8480,2.0
8481,2.0
8482,2.0
8483,2.0
8484,2.0
8485,2.0
8486,2.0
8487,1.0
8488,1.0
8489,0.0
8490,1.0
8491,1.0
8492,2.0
8493,2.0
8494,4.0
8495,3.0
8496,0.0
8497,1.0
8498,0.0
8499,2.0
8500,1.0
8501,1.0
8502,2.0
8503,0.0
8504,1.0
8505,2.0
8506,2.0
8507,2.0
8508,1.0
8509,0.0
8510,0.0
8511,2.0
8512,2.0
8513,4.0
8514,1.0
8515,1.0
8516,2.0
8517,1.0
8518,2.0
8519,2.0
8520,2.0
8521,2.0
8522,0.0
8523,2.0
8524,0.0
8525,2.0
8526,1.0
8527,1.0
8528,0.0
8529,0.0
8530,2.0
8531,5.0
8532,2.0
8533,2.0
8534,1.0
8535,3.0
8536,2.0
8537,2.0
8538,0.0
8539,1.0
8540,1.0
8541,0.0
8542,3.0
8543,0.0
8544,2.0
8545,2.0
8546,1.0
8547,1.0
8548,2.0
8549,0.0
8550,1.0
8551,0.0
8552,1.0
8553,0.0
8554,1.0
8555,2.0
8556,1.0
8557,1.0
8558,1.0
8559,5.0
8560,1.0
8561,2.0
8562,2.0
8563,1.0
8564,3.0
8565,1.0
8566,2.0
8567,4.0
8568,2.0
8569,2.0
8570,2.0
8571,2.0
8572,1.0
8573,2.0
8574,2.0
8575,2.0
8576,2.0
8577,1.0
8578,2.0
8579,1.0
8580,1.0
8581,2.0
8582,2.0
8583,1.0
8584,1.0
8585,1.0
8586,1.0
8587,2.0
8588,2.0
8589,1.0
8590,1.0
8591,2.0
8592,1.0
8593,2.0
8594,1.0
8595,2.0
8596,1.0
8597,1.0
8598,1.0
8599,2.0
8600,1.0
8601,1.0
8602,0.0
8603,2.0
8604,0.0
8605,1.0
8606,1.0
8607,2.0
8608,1.0
8609,1.0
8610,2.0
8611,1.0
8612,1.0
8613,1.0
8614,2.0
8615,1.0
8616,0.0
8617,1.0
8618,1.0
8619,2.0
8620,0.0
8621,1.0
8622,1.0
8623,2.0
8624,2.0
8625,3.0
8626,2.0
8627,2.0
8628,2.0
8629,2.0
8630,1.0
8631,1.0
8632,1.0
8633,1.0
8634,1.0
8635,0.0
8636,1.0
8637,1.0
8638,0.0
8639,1.0
8640,0.0
8641,1.0
8642,1.0
8643,1.0
8644,0.0
8645,1.0
8646,1.0
8647,0.0
8648,1.0
8649,0.0
8650,2.0
8651,0.0
8652,1.0
8653,1.0
8654,2.0
8655,1.0
8656,2.0
8657,1.0
8658,1.0
8659,0.0
8660,1.0
8661,2.0
8662,4.0
8663,2.0
8664,4.0
8665,2.0
8666,1.0
8667,0.0
8668,3.0
8669,1.0
8670,1.0
8671,1.0
8672,1.0
8673,1.0
8674,3.0
8675,1.0
8676,0.0
8677,1.0
8678,1.0
8679,1.0
8680,1.0
8681,1.0
8682,2.0
8683,0.0
8684,1.0
8685,2.0
8686,1.0
8687,1.0
8688,1.0
8689,2.0
8690,1.0
8691,1.0
8692,2.0
8693,5.0
8694,1.0
8695,3.0
8696,2.0
8697,3.0
8698,1.0
8699,1.0
8700,1.0
8701,1.0
8702,0.0
8703,1.0
8704,2.0
8705,2.0
8706,1.0
8707,0.0
8708,0.0
8709,1.0
8710,2.0
8711,1.0
8712,1.0
8713,1.0
8714,1.0
8715,0.0
8716,1.0
8717,2.0
8718,1.0
8719,2.0
8720,2.0
8721,0.0
8722,0.0
8723,2.0
8724,2.0
8725,3.0
8726,2.0
8727,1.0
8728,4.0
8729,5.0
8730,2.0
8731,2.0
8732,2.0
8733,1.0
8734,2.0
8735,3.0
8736,3.0
8737,4.0
8738,1.0
8739,1.0
8740,2.0
8741,2.0
8742,2.0
8743,2.0
8744,2.0
8745,1.0
8746,2.0
8747,2.0
8748,3.0
8749,0.0
8750,1.0
8751,0.0
8752,1.0
8753,1.0
8754,2.0
8755,2.0
8756,1.0
8757,2.0
8758,1.0
8759,1.0
8760,2.0
8761,1.0
8762,1.0
8763,2.0
8764,1.0
8765,1.0
8766,1.0
8767,2.0
8768,2.0
8769,1.0
8770,2.0
8771,2.0
8772,1.0
8773,2.0
8774,2.0
8775,1.0
8776,2.0
8777,2.0
8778,2.0
8779,2.0
8780,4.0
8781,3.0
8782,1.0
8783,2.0
8784,1.0
8785,2.0
8786,0.0
8787,1.0
8788,2.0
8789,0.0
8790,1.0
8791,2.0
8792,3.0
8793,4.0
8794,2.0
8795,0.0
8796,0.0
8797,2.0
8798,2.0
8799,2.0
8800,2.0
8801,1.0
8802,2.0
8803,1.0
8804,1.0
8805,2.0
8806,0.0
8807,2.0
8808,1.0
8809,1.0
8810,0.0
8811,0.0
8812,2.0
8813,2.0
8814,1.0
8815,1.0
8816,2.0
8817,2.0
8818,2.0
8819,3.0
8820,1.0
8821,1.0
8822,1.0
8823,2.0
8824,2.0
8825,1.0
8826,2.0
8827,2.0
8828,2.0
8829,2.0
8830,1.0
8831,1.0
8832,1.0
8833,3.0
8834,1.0
8835,4.0
8836,1.0
8837,1.0
8838,0.0
8839,1.0
8840,1.0
8841,2.0
8842,2.0
8843,1.0
8844,1.0
8845,2.0
8846,2.0
8847,2.0
8848,1.0
8849,2.0
8850,0.0
8851,0.0
8852,1.0
8853,2.0
8854,1.0
8855,2.0
8856,2.0
8857,2.0
8858,1.0
8859,0.0
8860,1.0
8861,4.0
8862,4.0
8863,1.0
8864,2.0
8865,2.0
8866,1.0
8867,1.0
8868,2.0
8869,2.0
8870,1.0
8871,1.0
8872,2.0
8873,2.0
8874,2.0
8875,1.0
8876,1.0
8877,2.0
8878,1.0
8879,4.0
8880,5.0
8881,3.0
8882,1.0
8883,2.0
8884,1.0
8885,1.0
8886,6.0
8887,3.0
8888,2.0
8889,2.0
8890,3.0
8891,3.0
8892,1.0
8893,2.0
8894,2.0
8895,4.0
8896,2.0
8897,2.0
8898,3.0
8899,0.0
8900,0.0
8901,0.0
8902,2.0
8903,0.0
8904,1.0
8905,1.0
8906,3.0
8907,0.0
8908,1.0
8909,6.0
8910,3.0
8911,1.0
8912,1.0
8913,2.0
8914,2.0
8915,2.0
8916,2.0
8917,3.0
8918,2.0
8919,3.0
8920,2.0
8921,2.0
8922,2.0
8923,2.0
8924,0.0
8925,1.0
8926,4.0
8927,1.0
8928,2.0
8929,3.0
8930,5.0
8931,1.0
8932,1.0
8933,2.0
8934,1.0
8935,2.0
8936,0.0
8937,2.0
8938,1.0
8939,2.0
8940,1.0
8941,1.0
8942,2.0
8943,2.0
8944,1.0
8945,2.0
8946,0.0
8947,1.0
8948,2.0
8949,2.0
8950,2.0
8951,1.0
8952,1.0
8953,0.0
8954,1.0
8955,1.0
8956,1.0
8957,2.0
8958,2.0
8959,1.0
8960,1.0
8961,2.0
8962,2.0
8963,9.0
8964,1.0
8965,1.0
8966,2.0
8967,2.0
8968,2.0
8969,2.0
8970,2.0
8971,2.0
8972,2.0
8973,2.0
8974,1.0
8975,1.0
8976,6.0
8977,2.0
8978,2.0
8979,2.0
8980,2.0
8981,2.0
8982,2.0
8983,2.0
8984,2.0
8985,2.0
8986,1.0
8987,1.0
8988,2.0
8989,1.0
8990,2.0
8991,2.0
8992,2.0
8993,6.0
8994,2.0
8995,1.0
8996,2.0
8997,1.0
8998,2.0
8999,1.0
9000,1.0
9001,1.0
9002,1.0
9003,2.0
9004,2.0
9005,3.0
9006,3.0
9007,1.0
9008,1.0
9009,1.0
9010,0.0
9011,1.0
9012,2.0
9013,2.0
9014,2.0
9015,2.0
9016,1.0
9017,1.0
9018,1.0
9019,2.0
9020,2.0
9021,2.0
9022,2.0
9023,1.0
9024,2.0
9025,4.0
9026,4.0
9027,2.0
9028,2.0
9029,2.0
9030,2.0
9031,2.0
9032,2.0
9033,2.0
9034,2.0
9035,2.0
9036,2.0
9037,4.0
9038,1.0
9039,2.0
9040,2.0
9041,3.0
9042,0.0
9043,3.0
9044,1.0
9045,1.0
9046,2.0
9047,3.0
9048,1.0
9049,2.0
9050,1.0
9051,1.0
9052,2.0
9053,1.0
9054,0.0
9055,1.0
9056,1.0
9057,1.0
9058,3.0
9059,1.0
9060,1.0
9061,2.0
9062,0.0
9063,1.0
9064,2.0
9065,1.0
9066,0.0
9067,1.0
9068,3.0
9069,1.0
9070,2.0
9071,1.0
9072,2.0
9073,2.0
9074,2.0
9075,2.0
9076,3.0
9077,1.0
9078,0.0
9079,2.0
9080,2.0
9081,2.0
9082,2.0
9083,2.0
9084,3.0
9085,3.0
9086,1.0
9087,2.0
9088,2.0
9089,1.0
9090,0.0
9091,1.0
9092,1.0
9093,1.0
9094,1.0
9095,1.0
9096,2.0
9097,2.0
9098,4.0
9099,2.0
9100,2.0
9101,1.0
9102,1.0
9103,2.0
9104,1.0
9105,3.0
9106,2.0
9107,1.0
9108,1.0
9109,2.0
9110,2.0
9111,1.0
9112,2.0
9113,1.0
9114,3.0
9115,2.0
9116,1.0
9117,2.0
9118,1.0
9119,1.0
9120,2.0
9121,2.0
9122,2.0
9123,2.0
9124,2.0
9125,2.0
9126,2.0
9127,2.0
9128,1.0
9129,1.0
9130,1.0
9131,1.0
9132,2.0
9133,1.0
9134,1.0
9135,1.0
9136,1.0
9137,1.0
9138,4.0
9139,2.0
9140,3.0
9141,2.0
9142,1.0
9143,2.0
9144,1.0
9145,1.0
9146,1.0
9147,1.0
9148,2.0
9149,2.0
9150,2.0
9151,2.0
9152,2.0
9153,1.0
9154,2.0
9155,2.0
9156,0.0
9157,2.0
9158,1.0
9159,2.0
9160,1.0
9161,2.0
9162,0.0
9163,2.0
9164,2.0
9165,1.0
9166,3.0
9167,2.0
9168,1.0
9169,3.0
9170,1.0
9171,5.0
9172,5.0
9173,2.0
9174,2.0
9175,2.0
9176,2.0
9177,1.0
9178,1.0
9179,5.0
9180,2.0
9181,1.0
9182,2.0
9183,2.0
9184,1.0
9185,1.0
9186,2.0
9187,2.0
9188,2.0
9189,2.0
9190,1.0
9191,1.0
9192,1.0
9193,2.0
9194,2.0
9195,0.0
9196,1.0
9197,2.0
9198,1.0
9199,2.0
9200,1.0
9201,1.0
9202,4.0
9203,2.0
9204,1.0
9205,0.0
9206,1.0
9207,1.0
9208,2.0
9209,1.0
9210,1.0
9211,3.0
9212,4.0
9213,1.0
9214,2.0
9215,1.0
9216,2.0
9217,2.0
9218,2.0
9219,1.0
9220,1.0
9221,2.0
9222,2.0
9223,2.0
9224,2.0
9225,2.0
9226,2.0
9227,1.0
9228,2.0
9229,2.0
9230,1.0
9231,2.0
9232,0.0
9233,2.0
9234,1.0
9235,1.0
9236,1.0
9237,3.0
9238,2.0
9239,2.0
9240,2.0
9241,0.0
9242,0.0
9243,2.0
9244,2.0
9245,2.0
9246,1.0
9247,2.0
9248,1.0
9249,1.0
9250,2.0
9251,2.0
9252,2.0
9253,2.0
9254,2.0
9255,1.0
9256,2.0
9257,1.0
9258,2.0
9259,0.0
9260,1.0
9261,2.0
9262,1.0
9263,2.0
9264,2.0
9265,1.0
9266,1.0
9267,1.0
9268,2.0
9269,2.0
9270,1.0
9271,1.0
9272,2.0
9273,1.0
9274,1.0
9275,2.0
9276,2.0
9277,1.0
9278,1.0
9279,0.0
9280,2.0
9281,2.0
9282,0.0
9283,2.0
9284,2.0
9285,1.0
9286,2.0
9287,2.0
9288,1.0
9289,1.0
9290,2.0
9291,1.0
9292,1.0
9293,1.0
9294,0.0
9295,2.0
9296,2.0
9297,1.0
9298,2.0
9299,1.0
9300,1.0
9301,2.0
9302,1.0
9303,0.0
9304,1.0
9305,1.0
9306,2.0
9307,2.0
9308,1.0
9309,1.0
9310,1.0
9311,2.0
9312,2.0
9313,0.0
9314,2.0
9315,2.0
9316,2.0
9317,6.0
9318,0.0
9319,2.0
9320,2.0
9321,1.0
9322,2.0
9323,4.0
9324,3.0
9325,1.0
9326,1.0
9327,1.0
9328,1.0
9329,1.0
9330,1.0
9331,1.0
9332,1.0
9333,1.0
9334,1.0
9335,6.0
9336,1.0
9337,2.0
9338,2.0
9339,3.0
9340,0.0
9341,2.0
9342,2.0
9343,2.0
9344,2.0
9345,2.0
9346,2.0
9347,2.0
9348,2.0
9349,2.0
9350,4.0
9351,2.0
9352,1.0
9353,1.0
9354,0.0
9355,2.0
9356,1.0
9357,2.0
9358,1.0
9359,1.0
9360,1.0
9361,2.0
9362,2.0
9363,2.0
9364,1.0
9365,0.0
9366,0.0
9367,1.0
9368,1.0
9369,4.0
9370,0.0
9371,1.0
9372,2.0
9373,2.0
9374,2.0
9375,1.0
9376,1.0
9377,3.0
9378,1.0
9379,2.0
9380,3.0
9381,1.0
9382,0.0
9383,2.0
9384,3.0
9385,1.0
9386,0.0
9387,2.0
9388,0.0
9389,0.0
9390,1.0
9391,1.0
9392,2.0
9393,1.0
9394,2.0
9395,4.0
9396,1.0
9397,1.0
9398,2.0
9399,2.0
9400,4.0
9401,1.0
9402,2.0
9403,0.0
9404,1.0
9405,3.0
9406,1.0
9407,2.0
9408,3.0
9409,2.0
9410,2.0
9411,3.0
9412,1.0
9413,2.0
9414,1.0
9415,2.0
9416,2.0
9417,2.0
9418,2.0
9419,1.0
9420,2.0
9421,2.0
9422,1.0
9423,10.0
9424,0.0
9425,2.0
9426,2.0
9427,2.0
9428,1.0
9429,2.0
9430,2.0
9431,3.0
9432,2.0
9433,1.0
9434,2.0
9435,2.0
9436,1.0
9437,3.0
9438,1.0
9439,1.0
9440,1.0
9441,1.0
9442,2.0
9443,1.0
9444,1.0
9445,2.0
9446,2.0
9447,2.0
9448,2.0
9449,2.0
9450,1.0
9451,2.0
9452,0.0
9453,4.0
9454,0.0
9455,1.0
9456,0.0
9457,1.0
9458,4.0
9459,1.0
9460,1.0
9461,3.0
9462,1.0
9463,2.0
9464,2.0
9465,1.0
9466,2.0
9467,1.0
9468,2.0
9469,1.0
9470,3.0
9471,2.0
9472,4.0
9473,1.0
9474,1.0
9475,2.0
9476,2.0
9477,2.0
9478,1.0
9479,2.0
9480,1.0
9481,2.0
9482,3.0
9483,2.0
9484,2.0
9485,2.0
9486,4.0
9487,1.0
9488,2.0
9489,0.0
9490,1.0
9491,2.0
9492,1.0
9493,1.0
9494,2.0
9495,4.0
9496,3.0
9497,1.0
9498,1.0
9499,2.0
9500,2.0
9501,0.0
9502,2.0
9503,2.0
9504,2.0
9505,2.0
9506,1.0
9507,2.0
9508,2.0
9509,2.0
9510,0.0
9511,1.0
9512,0.0
9513,1.0
9514,2.0
9515,2.0
9516,3.0
9517,2.0
9518,2.0
9519,2.0
9520,1.0
9521,1.0
9522,1.0
9523,1.0
9524,2.0
9525,3.0
9526,2.0
9527,2.0
9528,1.0
9529,2.0
9530,2.0
9531,1.0
9532,1.0
9533,3.0
9534,1.0
9535,1.0
9536,1.0
9537,2.0
9538,2.0
9539,1.0
9540,0.0
9541,2.0
9542,0.0
9543,1.0
9544,2.0
9545,0.0
9546,0.0
9547,2.0
9548,2.0
9549,2.0
9550,3.0
9551,2.0
9552,1.0
9553,3.0
9554,2.0
9555,2.0
9556,0.0
9557,2.0
9558,2.0
9559,2.0
9560,2.0
9561,2.0
9562,1.0
9563,3.0
9564,4.0
9565,2.0
9566,1.0
9567,2.0
9568,4.0
9569,2.0
9570,2.0
9571,3.0
9572,1.0
9573,1.0
9574,2.0
9575,4.0
9576,1.0
9577,1.0
9578,2.0
9579,2.0
9580,2.0
9581,3.0
9582,3.0
9583,1.0
9584,1.0
9585,2.0
9586,2.0
9587,2.0
9588,1.0
9589,2.0
9590,1.0
9591,2.0
9592,4.0
9593,2.0
9594,2.0
9595,2.0
9596,2.0
9597,4.0
9598,2.0
9599,2.0
9600,2.0
9601,0.0
9602,1.0
9603,1.0
9604,0.0
9605,0.0
9606,1.0
9607,2.0
9608,3.0
9609,4.0
9610,2.0
9611,1.0
9612,2.0
9613,4.0
9614,1.0
9615,2.0
9616,1.0
9617,4.0
9618,1.0
9619,3.0
9620,1.0
9621,2.0
9622,3.0
9623,2.0
9624,2.0
9625,1.0
9626,1.0
9627,1.0
9628,4.0
9629,2.0
9630,1.0
9631,2.0
9632,1.0
9633,2.0
9634,2.0
9635,0.0
9636,1.0
9637,2.0
9638,2.0
9639,2.0
9640,2.0
9641,1.0
9642,2.0
9643,2.0
9644,2.0
9645,1.0
9646,2.0
9647,2.0
9648,2.0
9649,1.0
9650,1.0
9651,4.0
9652,2.0
9653,1.0
9654,2.0
9655,1.0
9656,4.0
9657,2.0
9658,4.0
9659,0.0
9660,0.0
9661,1.0
9662,0.0
9663,0.0
9664,0.0
9665,2.0
9666,1.0
9667,1.0
9668,2.0
9669,1.0
9670,2.0
9671,2.0
9672,1.0
9673,4.0
9674,1.0
9675,1.0
9676,2.0
9677,1.0
9678,2.0
9679,2.0
9680,1.0
9681,1.0
9682,5.0
9683,4.0
9684,2.0
9685,0.0
9686,2.0
9687,0.0
9688,1.0
9689,2.0
9690,1.0
9691,1.0
9692,2.0
9693,2.0
9694,2.0
9695,1.0
9696,1.0
9697,1.0
9698,5.0
9699,2.0
9700,2.0
9701,2.0
9702,0.0
9703,1.0
9704,1.0
9705,2.0
9706,1.0
9707,1.0
9708,3.0
9709,1.0
9710,2.0
9711,1.0
9712,1.0
9713,2.0
9714,1.0
9715,2.0
9716,2.0
9717,1.0
9718,2.0
9719,2.0
9720,0.0
9721,1.0
9722,1.0
9723,1.0
9724,3.0
9725,1.0
9726,1.0
9727,1.0
9728,1.0
9729,1.0
9730,1.0
9731,1.0
9732,2.0
9733,1.0
9734,1.0
9735,6.0
9736,2.0
9737,2.0
9738,2.0
9739,1.0
9740,1.0
9741,1.0
9742,1.0
9743,2.0
9744,2.0
9745,2.0
9746,2.0
9747,1.0
9748,1.0
9749,1.0
9750,2.0
9751,2.0
9752,2.0
9753,2.0
9754,2.0
9755,2.0
9756,2.0
9757,1.0
9758,2.0
9759,2.0
9760,1.0
9761,2.0
9762,0.0
9763,3.0
9764,1.0
9765,6.0
9766,2.0
9767,2.0
9768,2.0
9769,0.0
9770,1.0
9771,2.0
9772,1.0
9773,2.0
9774,1.0
9775,4.0
9776,1.0
9777,1.0
9778,0.0
9779,2.0
9780,2.0
9781,2.0
9782,2.0
9783,2.0
9784,2.0
9785,1.0
9786,2.0
9787,1.0
9788,2.0
9789,1.0
9790,2.0
9791,2.0
9792,2.0
9793,2.0
9794,3.0
9795,2.0
9796,2.0
9797,2.0
9798,2.0
9799,1.0
9800,1.0
9801,2.0
9802,2.0
9803,3.0
9804,2.0
9805,2.0
9806,2.0
9807,3.0
9808,2.0
9809,2.0
9810,2.0
9811,1.0
9812,0.0
9813,1.0
9814,0.0
9815,0.0
9816,2.0
9817,2.0
9818,2.0
9819,2.0
9820,2.0
9821,1.0
9822,0.0
9823,1.0
9824,2.0
9825,0.0
9826,1.0
9827,0.0
9828,1.0
9829,1.0
9830,1.0
9831,4.0
9832,1.0
9833,2.0
9834,2.0
9835,3.0
9836,2.0
9837,1.0
9838,2.0
9839,4.0
9840,2.0
9841,2.0
9842,3.0
9843,1.0
9844,2.0
9845,2.0
9846,1.0
9847,0.0
9848,2.0
9849,2.0
9850,2.0
9851,2.0
9852,2.0
9853,2.0
9854,2.0
9855,1.0
9856,4.0
9857,2.0
9858,2.0
9859,2.0
9860,2.0
9861,1.0
9862,2.0
9863,2.0
9864,2.0
9865,2.0
9866,1.0
9867,2.0
9868,2.0
9869,2.0
9870,2.0
9871,2.0
9872,1.0
9873,1.0
9874,1.0
9875,2.0
9876,2.0
9877,4.0
9878,1.0
9879,0.0
9880,1.0
9881,1.0
9882,2.0
9883,2.0
9884,2.0
9885,1.0
9886,3.0
9887,2.0
9888,3.0
9889,2.0
9890,2.0
9891,2.0
9892,2.0
9893,2.0
9894,2.0
9895,2.0
9896,3.0
9897,2.0
9898,2.0
9899,2.0
9900,2.0
9901,2.0
9902,2.0
9903,2.0
9904,2.0
9905,3.0
9906,3.0
9907,2.0
9908,2.0
9909,1.0
9910,0.0
9911,1.0
9912,2.0
9913,2.0
9914,0.0
9915,3.0
9916,1.0
9917,0.0
9918,1.0
9919,2.0
9920,2.0
9921,3.0
9922,2.0
9923,1.0
9924,2.0
9925,1.0
9926,2.0
9927,2.0
9928,1.0
9929,1.0
9930,2.0
9931,2.0
9932,1.0
9933,2.0
9934,1.0
9935,0.0
9936,4.0
9937,1.0
9938,2.0
9939,3.0
9940,2.0
9941,4.0
9942,2.0
9943,1.0
9944,2.0
9945,2.0
9946,2.0
9947,2.0
9948,2.0
9949,2.0
9950,1.0
9951,1.0
9952,2.0
9953,2.0
9954,2.0
9955,2.0
9956,1.0
9957,2.0
9958,1.0
9959,1.0
9960,0.0
9961,2.0
9962,1.0
9963,1.0
9964,4.0
9965,2.0
9966,1.0
9967,4.0
9968,4.0
9969,4.0
9970,2.0
9971,2.0
9972,1.0
9973,2.0
9974,1.0
9975,2.0
9976,1.0
9977,2.0
9978,2.0
9979,1.0
9980,1.0
9981,2.0
9982,2.0
9983,2.0
9984,1.0
9985,1.0
9986,4.0
9987,1.0
9988,1.0
9989,1.0
9990,0.0
9991,0.0
9992,2.0
9993,1.0
9994,4.0
9995,1.0
9996,2.0
9997,2.0
9998,2.0
9999,4.0
10000,1.0
10001,2.0
10002,2.0
10003,2.0
10004,2.0
10005,2.0
10006,4.0
10007,4.0
10008,1.0
10009,1.0
10010,2.0
10011,1.0
10012,1.0
10013,3.0
10014,2.0
10015,1.0
10016,1.0
10017,2.0
10018,4.0
10019,2.0
10020,2.0
10021,1.0
10022,4.0
10023,3.0
10024,1.0
10025,4.0
10026,1.0
10027,1.0
10028,2.0
10029,0.0
10030,0.0
10031,0.0
10032,2.0
10033,4.0
10034,2.0
10035,2.0
10036,1.0
10037,2.0
10038,0.0
10039,2.0
10040,2.0
10041,2.0
10042,0.0
10043,2.0
10044,1.0
10045,3.0
10046,1.0
10047,1.0
10048,1.0
10049,1.0
10050,2.0
10051,2.0
10052,1.0
10053,3.0
10054,2.0
10055,1.0
10056,2.0
10057,2.0
10058,2.0
10059,1.0
10060,2.0
10061,2.0
10062,2.0
10063,2.0
10064,3.0
10065,2.0
10066,3.0
10067,2.0
10068,1.0
10069,2.0
10070,2.0
10071,2.0
10072,2.0
10073,2.0
10074,2.0
10075,1.0
10076,2.0
10077,4.0
10078,3.0
10079,2.0
10080,2.0
10081,2.0
10082,0.0
10083,1.0
10084,4.0
10085,2.0
10086,3.0
10087,1.0
10088,0.0
10089,2.0
10090,1.0
10091,2.0
10092,2.0
10093,1.0
10094,1.0
10095,2.0
10096,3.0
10097,1.0
10098,1.0
10099,1.0
10100,2.0
10101,1.0
10102,4.0
10103,0.0
10104,1.0
10105,2.0
10106,1.0
10107,0.0
10108,2.0
10109,2.0
10110,1.0
10111,2.0
10112,2.0
10113,2.0
10114,1.0
10115,1.0
10116,1.0
10117,1.0
10118,2.0
10119,1.0
10120,2.0
10121,1.0
10122,1.0
10123,1.0
10124,2.0
10125,4.0
10126,2.0
10127,1.0
10128,2.0
10129,1.0
10130,2.0
10131,2.0
10132,2.0
10133,1.0
10134,5.0
10135,2.0
10136,2.0
